x_coord,y_coord,pressure_bar,dist_to_ice_m,roll_deg,pitch_deg,timestamp_s
24.4,25.0,1.104,0.6,1.13,-0.03,480.0
23.8,25.0,1.1,0.61,-0.64,-0.65,480.5
23.2,25.0,1.096,0.59,-0.54,0.44,481.0
22.6,25.0,1.105,0.61,-0.77,0.44,481.5
22.0,25.0,1.098,0.6,1.11,0.33,482.0
21.4,25.0,1.105,0.62,-0.17,0.62,482.5
20.8,25.0,1.105,0.59,-0.17,-0.16,483.0
20.2,25.0,1.1,0.61,1.12,-0.15,483.5
19.6,25.0,1.097,0.6,0.51,-0.52,484.0
19.0,25.0,1.098,0.62,-0.75,-0.67,484.5
18.4,25.0,1.099,0.58,-0.98,-0.71,485.0
17.8,25.0,1.101,0.6,-0.55,-0.12,485.5
17.2,25.0,1.101,0.62,-0.51,0.12,486.0
16.6,25.0,1.104,0.58,-0.74,0.77,486.5
16.0,25.0,1.097,0.59,0.6,-0.38,487.0
15.4,25.0,1.102,0.59,-1.11,-0.76,487.5
14.8,25.0,1.101,0.62,0.76,0.66,488.0
14.2,25.0,1.101,0.6,-0.95,0.39,488.5
13.6,25.0,1.102,0.62,-0.51,0.56,489.0
13.0,25.0,1.097,0.6,0.9,-0.65,489.5
12.4,25.0,1.103,0.61,0.23,-0.03,490.0
11.8,25.0,1.096,0.58,0.26,0.65,490.5
11.2,25.0,1.102,0.62,0.03,-0.46,491.0
10.6,25.0,1.101,0.61,0.54,0.17,491.5
10.0,25.0,1.103,0.58,-0.2,-0.61,492.0
9.4,25.0,1.098,0.59,0.96,-0.77,492.5
8.8,25.0,1.1,0.61,-0.24,0.58,493.0
8.2,25.0,1.103,0.6,0.46,0.21,493.5
7.6,25.0,1.097,0.59,0.99,-0.28,494.0
7.0,25.0,1.101,0.58,0.29,0.56,494.5
6.4,25.0,1.105,0.62,1.12,0.49,495.0
5.8,25.0,1.097,0.6,-1.16,-0.72,495.5
5.2,25.0,1.095,0.61,-0.82,-0.26,496.0
4.6,25.0,1.099,0.59,0.86,-0.43,496.5
4.0,25.0,1.099,0.6,0.68,0.75,497.0
3.4,25.0,1.098,0.61,0.64,0.02,497.5
2.8,25.0,1.105,0.58,0.47,-0.34,498.0
2.2,25.0,1.1,0.58,1.1,-0.67,498.5
1.6,25.0,1.098,0.58,0.44,-0.45,499.0
1.0,25.0,1.102,0.58,-0.62,0.41,499.5
0.4,25.0,1.099,0.6,0.99,-0.44,500.0
0,30.0,1.104,0.6,0.69,-0.65,500.5
0.6,30.0,1.1,0.62,-0.87,0.76,501.0
1.2,30.0,1.098,0.61,0.19,-0.02,501.5
1.8,30.0,1.099,0.61,-1.11,0.76,502.0
2.4,30.0,1.097,0.59,0.11,0.15,502.5
3.0,30.0,1.097,0.6,-1.06,-0.12,503.0
3.6,30.0,1.095,0.61,-0.66,-0.3,503.5
4.2,30.0,1.104,0.58,-1.0,0.28,504.0
4.8,30.0,1.1,0.6,-1.08,-0.63,504.5
5.4,30.0,1.097,0.62,1.0,0.42,505.0
6.0,30.0,1.103,0.59,-0.62,-0.39,505.5
6.6,30.0,1.099,0.62,0.19,0.12,506.0
7.2,30.0,1.102,0.58,-0.37,0.63,506.5
7.8,30.0,1.1,0.58,0.87,0.15,507.0
8.4,30.0,1.097,0.59,0.27,0.75,507.5
9.0,30.0,1.103,0.6,0.57,0.73,508.0
9.6,30.0,1.095,0.6,1.03,-0.75,508.5
10.2,30.0,1.097,0.61,-1.08,-0.17,509.0
10.8,30.0,1.102,0.61,-0.35,-0.03,509.5
11.4,30.0,1.103,0.6,0.8,0.25,510.0
12.0,30.0,1.098,0.59,-0.82,-0.72,510.5
12.6,30.0,1.098,0.58,-0.31,0.19,511.0
13.2,30.0,1.102,0.59,-0.53,0.2,511.5
13.8,30.0,1.103,0.6,-0.89,-0.47,512.0
14.4,30.0,1.1,0.62,0.98,0.02,512.5
15.0,30.0,1.101,0.61,-0.96,-0.52,513.0
15.6,30.0,1.097,0.59,-0.46,-0.21,513.5
16.2,30.0,1.1,0.58,-0.24,-0.31,514.0
16.8,30.0,1.099,0.61,0.75,-0.74,514.5
17.4,30.0,1.104,0.61,1.05,-0.32,515.0
18.0,30.0,1.102,0.61,-0.4,-0.14,515.5
18.6,30.0,1.104,0.6,-0.1,-0.74,516.0
19.2,30.0,1.103,0.58,-0.56,0.21,516.5
19.8,30.0,1.096,0.58,0.09,-0.13,517.0
20.4,30.0,1.098,0.62,-0.69,-0.04,517.5
21.0,30.0,1.095,0.59,-0.05,0.39,518.0
21.6,30.0,1.099,0.62,1.16,0.62,518.5
22.2,30.0,1.097,0.61,-0.93,0.17,519.0
22.8,30.0,1.096,0.59,0.27,-0.33,519.5
23.4,30.0,1.097,0.61,-0.49,0.16,520.0
24.0,30.0,1.096,0.59,-1.08,0.21,520.5
24.6,30.0,1.097,0.59,-0.41,-0.24,521.0
25.2,30.0,1.101,0.58,-0.51,-0.73,521.5
25.8,30.0,1.103,0.62,-1.09,0.21,522.0
26.4,30.0,1.1,0.62,0.61,0.72,522.5
27.0,30.0,1.101,0.58,0.64,0.07,523.0
27.6,30.0,1.099,0.6,1.04,-0.28,523.5
28.2,30.0,1.105,0.6,0.89,0.48,524.0
28.8,30.0,1.096,0.61,-0.67,0.36,524.5
29.4,30.0,1.1,0.62,-0.13,0.38,525.0
30.0,30.0,1.102,0.59,1.2,0.3,525.5
30.6,30.0,1.101,0.61,0.75,0.67,526.0
31.2,30.0,1.101,0.61,0.14,0.43,526.5
31.8,30.0,1.1,0.58,1.14,-0.09,527.0
32.4,30.0,1.099,0.6,0.76,0.48,527.5
33.0,30.0,1.1,0.6,-0.92,0.67,528.0
33.6,30.0,1.104,0.58,-0.45,0.33,528.5
34.2,30.0,1.102,0.58,-0.43,-0.62,529.0
34.8,30.0,1.097,0.61,-0.62,-0.2,529.5
35.4,30.0,1.1,0.6,0.98,0.48,530.0
36.0,30.0,1.099,0.61,-0.44,-0.64,530.5
36.6,30.0,1.097,0.6,-0.9,-0.77,531.0
37.2,30.0,1.1,0.6,-1.12,-0.78,531.5
37.8,30.0,1.104,0.58,-0.97,0.45,532.0
38.4,30.0,1.105,0.62,0.86,0.76,532.5
39.0,30.0,1.095,0.61,0.45,0.09,533.0
39.6,30.0,1.099,0.59,0.84,-0.33,533.5
40.2,30.0,1.096,0.61,-0.29,0.59,534.0
40.8,30.0,1.095,0.59,0.5,-0.35,534.5
41.4,30.0,1.097,0.6,-0.31,0.34,535.0
42.0,30.0,1.099,0.6,-0.92,0.03,535.5
42.6,30.0,1.097,0.59,-0.1,0.7,536.0
43.2,30.0,1.104,0.58,-0.16,0.51,536.5
43.8,30.0,1.097,0.6,0.21,0.11,537.0
44.4,30.0,1.098,0.6,1.06,-0.29,537.5
45.0,30.0,1.104,0.59,0.77,0.59,538.0
45.6,30.0,1.102,0.6,-0.01,-0.38,538.5
46.2,30.0,1.101,0.6,1.18,-0.4,539.0
46.8,30.0,1.099,0.58,-1.03,0.01,539.5
47.4,30.0,1.098,0.6,-0.95,-0.7,540.0
48.0,30.0,1.097,0.62,-1.01,-0.14,540.5
48.6,30.0,1.097,0.6,-1.16,0.01,541.0
49.2,30.0,1.103,0.59,1.01,0.7,541.5
49.8,30.0,1.102,0.59,-1.06,-0.46,542.0
50.4,30.0,1.1,0.6,0.3,0.09,542.5
51.0,30.0,1.101,0.58,0.43,0.3,543.0
51.6,30.0,1.098,0.61,0.7,-0.21,543.5
52.2,30.0,1.095,0.6,0.89,-0.57,544.0
52.8,30.0,1.1,0.58,0.05,-0.23,544.5
53.4,30.0,1.102,0.58,0.73,0.72,545.0
54.0,30.0,1.097,0.6,-0.76,0.15,545.5
54.6,30.0,1.096,0.62,0.7,-0.52,546.0
55.2,30.0,1.099,0.58,-0.79,-0.59,546.5
55.8,30.0,1.098,0.58,-0.58,0.27,547.0
56.4,30.0,1.102,0.6,0.63,0.35,547.5
57.0,30.0,1.096,0.61,-0.48,-0.37,548.0
57.6,30.0,1.1,0.61,0.85,-0.69,548.5
58.2,30.0,1.099,0.6,-1.01,-0.02,549.0
58.8,30.0,1.096,0.6,-0.53,0.77,549.5
59.4,30.0,1.096,0.59,-0.56,-0.4,550.0
60.0,30.0,1.101,0.61,-0.16,-0.04,550.5
60.6,30.0,1.102,0.62,1.18,-0.79,551.0
61.2,30.0,1.101,0.58,0.83,0.14,551.5
61.8,30.0,1.096,0.58,0.98,-0.7,552.0
62.4,30.0,1.097,0.59,0.95,-0.62,552.5
63.0,30.0,1.096,0.6,0.44,0.06,553.0
63.6,30.0,1.096,0.58,0.89,0.4,553.5
64.2,30.0,1.103,0.59,-1.0,0.04,554.0
64.8,30.0,1.097,0.6,-0.41,0.1,554.5
65.4,30.0,1.105,0.62,-1.12,-0.7,555.0
66.0,30.0,1.103,0.61,0.59,-0.74,555.5
66.6,30.0,1.101,0.6,0.11,-0.18,556.0
67.2,30.0,1.105,0.58,0.93,-0.12,556.5
67.8,30.0,1.102,0.59,-0.79,0.16,557.0
68.4,30.0,1.099,0.59,1.02,0.05,557.5
69.0,30.0,1.102,0.6,1.16,-0.1,558.0
69.6,30.0,1.097,0.6,0.85,0.07,558.5
70.2,30.0,1.102,0.59,0.78,-0.8,559.0
70.8,30.0,1.097,0.62,1.02,-0.63,559.5
71.4,30.0,1.097,0.58,-1.09,-0.25,560.0
72.0,30.0,1.105,0.62,0.99,-0.57,560.5
72.6,30.0,1.097,0.58,0.12,-0.46,561.0
73.2,30.0,1.098,0.6,0.46,-0.27,561.5
73.8,30.0,1.098,0.59,0.05,-0.18,562.0
74.4,30.0,1.103,0.6,0.67,0.56,562.5
75.0,30.0,1.104,0.61,-0.13,0.27,563.0
75.6,30.0,1.098,0.61,0.94,-0.33,563.5
76.2,30.0,1.101,0.59,0.18,0.62,564.0
76.8,30.0,1.098,0.6,1.1,-0.79,564.5
77.4,30.0,1.101,0.59,-0.0,0.14,565.0
78.0,30.0,1.104,0.61,1.0,0.38,565.5
78.6,30.0,1.102,0.62,0.21,-0.31,566.0
79.2,30.0,1.099,0.6,0.13,0.63,566.5
79.8,30.0,1.105,0.6,0.7,-0.12,567.0
80.4,30.0,1.099,0.6,0.49,-0.06,567.5
81.0,30.0,1.098,0.61,0.84,-0.73,568.0
81.6,30.0,1.096,0.59,-0.17,-0.64,568.5
82.2,30.0,1.097,0.6,-1.13,-0.22,569.0
82.8,30.0,1.102,0.61,-0.89,0.03,569.5
83.4,30.0,1.095,0.59,0.18,-0.79,570.0
84.0,30.0,1.097,0.59,-0.45,-0.19,570.5
84.6,30.0,1.1,0.61,0.81,0.68,571.0
85.2,30.0,1.1,0.6,0.79,0.26,571.5
85.8,30.0,1.102,0.6,-1.11,-0.37,572.0
86.4,30.0,1.097,0.61,-0.97,0.15,572.5
87.0,30.0,1.095,0.6,1.16,-0.1,573.0
87.6,30.0,1.101,0.6,-0.1,-0.22,573.5
88.2,30.0,1.099,0.6,-0.99,0.6,574.0
88.8,30.0,1.096,0.6,0.25,0.47,574.5
89.4,30.0,1.099,0.62,0.56,-0.4,575.0
90.0,30.0,1.096,0.59,-0.09,-0.71,575.5
90.6,30.0,1.095,0.61,0.18,-0.52,576.0
91.2,30.0,1.095,0.6,-0.48,0.37,576.5
91.8,30.0,1.096,0.61,0.63,0.47,577.0
92.4,30.0,1.104,0.59,0.88,0.12,577.5
93.0,30.0,1.096,0.61,-0.69,-0.52,578.0
93.6,30.0,1.099,0.6,0.17,0.58,578.5
94.2,30.0,1.102,0.6,-1.15,0.56,579.0
94.8,30.0,1.103,0.6,-1.11,-0.43,579.5
95.4,30.0,1.103,0.59,0.71,-0.4,580.0
96.0,30.0,1.1,0.59,0.57,0.17,580.5
96.6,30.0,1.104,0.61,0.38,-0.55,581.0
97.2,30.0,1.097,0.62,-0.97,0.59,581.5
97.8,30.0,1.103,0.59,0.89,0.32,582.0
98.4,30.0,1.099,0.61,0.57,-0.17,582.5
99.0,30.0,1.102,0.62,-0.19,0.76,583.0
99.6,30.0,1.1,0.59,-0.57,-0.52,583.5
100,35.0,1.098,0.59,-0.46,0.78,584.0
99.4,35.0,1.099,0.59,0.63,-0.59,584.5
98.8,35.0,1.105,0.6,0.22,-0.37,585.0
98.2,35.0,1.1,0.6,0.75,0.27,585.5
97.6,35.0,1.097,0.61,-0.27,0.47,586.0
97.0,35.0,1.098,0.61,1.01,0.76,586.5
96.4,35.0,1.104,0.59,-0.44,0.32,587.0
95.8,35.0,1.097,0.62,-0.88,0.25,587.5
95.2,35.0,1.103,0.61,0.85,0.24,588.0
94.6,35.0,1.101,0.59,-0.57,0.09,588.5
94.0,35.0,1.103,0.6,0.89,-0.35,589.0
93.4,35.0,1.099,0.61,0.97,-0.38,589.5
92.8,35.0,1.099,0.58,0.22,0.2,590.0
92.2,35.0,1.101,0.6,-0.35,0.01,590.5
91.6,35.0,1.098,0.61,-0.81,-0.19,591.0
91.0,35.0,1.1,0.61,-0.37,0.28,591.5
90.4,35.0,1.105,0.6,1.02,0.65,592.0
89.8,35.0,1.101,0.59,-1.05,0.41,592.5
89.2,35.0,1.101,0.61,0.21,0.55,593.0
88.6,35.0,1.101,0.59,-0.54,-0.42,593.5
88.0,35.0,1.097,0.61,0.72,-0.15,594.0
87.4,35.0,1.101,0.61,0.86,0.67,594.5
86.8,35.0,1.099,0.58,0.24,0.39,595.0
86.2,35.0,1.104,0.6,0.95,0.53,595.5
85.6,35.0,1.1,0.61,0.91,0.28,596.0
85.0,35.0,1.099,0.58,-0.01,0.35,596.5
84.4,35.0,1.098,0.61,0.1,-0.29,597.0
83.8,35.0,1.101,0.6,-0.55,0.75,597.5
83.2,35.0,1.098,0.6,-0.11,0.76,598.0
82.6,35.0,1.096,0.58,0.05,-0.1,598.5
82.0,35.0,1.1,0.6,0.06,0.73,599.0
81.4,35.0,1.1,0.6,-0.9,-0.67,599.5
80.8,35.0,1.099,0.62,-0.61,-0.07,600.0
80.2,35.0,1.104,0.62,0.8,-0.73,600.5
79.6,35.0,1.101,0.59,-0.11,0.22,601.0
79.0,35.0,1.098,0.58,1.13,0.65,601.5
78.4,35.0,1.096,0.6,0.97,0.77,602.0
77.8,35.0,1.103,0.62,0.02,-0.44,602.5
77.2,35.0,1.104,0.6,-0.64,0.26,603.0
76.6,35.0,1.105,0.62,0.7,0.67,603.5
76.0,35.0,1.101,0.62,-0.51,-0.22,604.0
75.4,35.0,1.104,0.6,1.0,0.4,604.5
74.8,35.0,1.102,0.58,-0.46,-0.47,605.0
74.2,35.0,1.1,0.61,0.5,-0.41,605.5
73.6,35.0,1.099,0.59,0.4,-0.52,606.0
73.0,35.0,1.097,0.58,0.39,0.4,606.5
72.4,35.0,1.103,0.59,0.66,0.53,607.0
71.8,35.0,1.1,0.61,0.54,0.59,607.5
71.2,35.0,1.103,0.6,-0.25,0.07,608.0
70.6,35.0,1.104,0.6,-0.77,0.76,608.5
70.0,35.0,1.101,0.59,0.69,0.06,609.0
69.4,35.0,1.102,0.61,-1.04,0.51,609.5
68.8,35.0,1.095,0.62,-0.45,0.4,610.0
68.2,35.0,1.102,0.59,0.7,-0.34,610.5
67.6,35.0,1.099,0.61,1.14,-0.75,611.0
67.0,35.0,1.101,0.62,0.6,0.57,611.5
66.4,35.0,1.103,0.58,0.18,-0.6,612.0
65.8,35.0,1.098,0.6,0.0,-0.71,612.5
65.2,35.0,1.096,0.61,1.12,0.37,613.0
64.6,35.0,1.097,0.58,-0.39,0.56,613.5
64.0,35.0,1.102,0.59,0.69,0.3,614.0
63.4,35.0,1.099,0.61,-0.26,-0.3,614.5
62.8,35.0,1.104,0.58,0.09,-0.25,615.0
62.2,35.0,1.098,0.58,-1.1,-0.71,615.5
61.6,35.0,1.102,0.62,-0.53,0.24,616.0
61.0,35.0,1.096,0.6,-0.97,-0.13,616.5
60.4,35.0,1.1,0.61,-0.38,-0.64,617.0
59.8,35.0,1.102,0.61,0.47,-0.66,617.5
59.2,35.0,1.102,0.59,0.14,-0.64,618.0
58.6,35.0,1.099,0.61,0.92,-0.52,618.5
58.0,35.0,1.095,0.6,-0.09,0.48,619.0
57.4,35.0,1.104,0.6,-0.93,-0.15,619.5
56.8,35.0,1.1,0.59,0.18,0.19,620.0
56.2,35.0,1.097,0.61,-0.65,-0.23,620.5
55.6,35.0,1.095,0.6,-1.08,-0.33,621.0
55.0,35.0,1.097,0.59,-0.8,0.19,621.5
54.4,35.0,1.105,0.6,0.54,0.02,622.0
53.8,35.0,1.097,0.61,-0.05,-0.44,622.5
53.2,35.0,1.103,0.61,0.72,-0.8,623.0
52.6,35.0,1.097,0.58,-1.07,-0.56,623.5
52.0,35.0,1.102,0.59,-0.74,-0.04,624.0
51.4,35.0,1.104,0.58,-0.39,0.03,624.5
50.8,35.0,1.096,0.62,-0.52,0.49,625.0
50.2,35.0,1.104,0.61,0.92,0.7,625.5
49.6,35.0,1.097,0.59,-0.27,-0.36,626.0
49.0,35.0,1.102,0.6,-0.38,0.04,626.5
48.4,35.0,1.096,0.59,0.89,-0.26,627.0
47.8,35.0,1.096,0.59,-0.41,-0.21,627.5
47.2,35.0,1.099,0.62,0.17,0.16,628.0
46.6,35.0,1.102,0.58,1.04,-0.11,628.5
46.0,35.0,1.101,0.6,0.69,0.2,629.0
45.4,35.0,1.101,0.61,1.16,-0.56,629.5
44.8,35.0,1.102,0.58,-0.81,-0.29,630.0
44.2,35.0,1.097,0.6,0.87,0.22,630.5
43.6,35.0,1.096,0.59,-0.78,-0.46,631.0
43.0,35.0,1.1,0.58,0.24,0.07,631.5
42.4,35.0,1.097,0.61,-1.01,-0.34,632.0
41.8,35.0,1.103,0.59,-0.28,0.77,632.5
41.2,35.0,1.097,0.61,-0.25,0.58,633.0
40.6,35.0,1.098,0.59,0.15,0.21,633.5
40.0,35.0,1.099,0.6,0.54,-0.18,634.0
39.4,35.0,1.105,0.59,-0.68,0.66,634.5
38.8,35.0,1.1,0.59,0.8,-0.6,635.0
38.2,35.0,1.099,0.58,0.94,-0.61,635.5
37.6,35.0,1.1,0.6,0.69,0.15,636.0
37.0,35.0,1.095,0.6,0.15,0.12,636.5
36.4,35.0,1.099,0.58,-0.98,0.53,637.0
35.8,35.0,1.098,0.6,0.28,0.58,637.5
35.2,35.0,1.102,0.59,-0.14,-0.06,638.0
34.6,35.0,1.104,0.6,0.61,0.04,638.5
34.0,35.0,1.099,0.62,0.35,-0.68,639.0
33.4,35.0,1.097,0.6,0.61,-0.05,639.5
32.8,35.0,1.099,0.59,-0.73,0.3,640.0
32.2,35.0,1.104,0.6,-0.41,0.2,640.5
31.6,35.0,1.1,0.61,0.91,-0.52,641.0
31.0,35.0,1.103,0.62,-0.64,-0.4,641.5
30.4,35.0,1.103,0.62,-1.02,-0.52,642.0
29.8,35.0,1.095,0.61,-0.56,-0.52,642.5
29.2,35.0,1.105,0.6,0.1,0.04,643.0
28.6,35.0,1.099,0.58,1.16,-0.03,643.5
28.0,35.0,1.1,0.61,0.47,-0.39,644.0
27.4,35.0,1.101,0.58,-0.68,-0.01,644.5
26.8,35.0,1.1,0.62,0.93,0.34,645.0
26.2,35.0,1.098,0.59,-0.4,0.35,645.5
25.6,35.0,1.099,0.62,0.17,-0.3,646.0
25.0,35.0,1.102,0.61,-0.6,-0.37,646.5
24.4,35.0,1.096,0.59,0.53,-0.35,647.0
23.8,35.0,1.104,0.61,0.39,0.45,647.5
23.2,35.0,1.1,0.62,0.02,-0.29,648.0
22.6,35.0,1.102,0.58,-0.28,0.23,648.5
22.0,35.0,1.097,0.58,0.02,0.15,649.0
21.4,35.0,1.102,0.58,-0.88,-0.15,649.5
20.8,35.0,1.103,0.62,-1.05,0.67,650.0
20.2,35.0,1.099,0.59,1.05,0.74,650.5
19.6,35.0,1.099,0.62,0.46,-0.58,651.0
19.0,35.0,1.098,0.59,0.1,-0.27,651.5
18.4,35.0,1.097,0.6,0.0,-0.41,652.0
17.8,35.0,1.102,0.59,1.19,0.6,652.5
17.2,35.0,1.099,0.62,-1.04,0.34,653.0
16.6,35.0,1.105,0.61,0.78,-0.15,653.5
16.0,35.0,1.103,0.61,0.36,0.21,654.0
15.4,35.0,1.103,0.62,0.9,-0.35,654.5
14.8,35.0,1.101,0.59,-0.54,-0.72,655.0
14.2,35.0,1.104,0.59,0.41,0.66,655.5
13.6,35.0,1.1,0.62,-0.37,0.48,656.0
13.0,35.0,1.102,0.61,0.01,0.71,656.5
12.4,35.0,1.095,0.6,-0.83,0.08,657.0
11.8,35.0,1.098,0.59,1.16,-0.59,657.5
11.2,35.0,1.102,0.61,-0.39,0.65,658.0
10.6,35.0,1.1,0.58,0.16,-0.53,658.5
10.0,35.0,1.101,0.6,-0.83,-0.43,659.0
9.4,35.0,1.097,0.59,-0.14,-0.58,659.5
8.8,35.0,1.097,0.58,0.76,-0.29,660.0
8.2,35.0,1.1,0.6,1.15,-0.42,660.5
7.6,35.0,1.096,0.61,-0.45,-0.73,661.0
7.0,35.0,1.103,0.59,0.64,-0.5,661.5
6.4,35.0,1.105,0.6,1.1,-0.64,662.0
5.8,35.0,1.102,0.6,0.58,-0.68,662.5
5.2,35.0,1.099,0.62,0.83,0.12,663.0
4.6,35.0,1.105,0.59,-0.3,-0.1,663.5
4.0,35.0,1.096,0.6,-0.76,0.71,664.0
3.4,35.0,1.102,0.61,0.38,-0.05,664.5
2.8,35.0,1.096,0.61,-0.82,-0.19,665.0
2.2,35.0,1.101,0.61,0.29,0.78,665.5
1.6,35.0,1.102,0.62,0.66,-0.26,666.0
1.0,35.0,1.102,0.6,-0.02,0.48,666.5
0.4,35.0,1.102,0.6,1.09,-0.11,667.0
0,40.0,1.103,0.62,-0.16,-0.47,667.5
0.6,40.0,1.1,0.59,0.1,-0.65,668.0
1.2,40.0,1.098,0.61,-0.99,-0.53,668.5
1.8,40.0,1.097,0.61,-0.19,0.58,669.0
2.4,40.0,1.099,0.59,0.4,-0.16,669.5
3.0,40.0,1.097,0.6,0.81,0.24,670.0
3.6,40.0,1.098,0.61,0.46,-0.49,670.5
4.2,40.0,1.099,0.6,0.33,0.38,671.0
4.8,40.0,1.102,0.59,0.62,-0.67,671.5
5.4,40.0,1.099,0.62,0.09,-0.67,672.0
6.0,40.0,1.1,0.59,-0.78,0.52,672.5
6.6,40.0,1.103,0.61,-1.08,-0.71,673.0
7.2,40.0,1.1,0.59,0.34,-0.17,673.5
7.8,40.0,1.097,0.58,0.37,-0.73,674.0
8.4,40.0,1.1,0.6,0.25,0.32,674.5
9.0,40.0,1.096,0.58,-0.52,0.23,675.0
9.6,40.0,1.103,0.59,-0.52,-0.02,675.5
10.2,40.0,1.105,0.59,-1.14,-0.75,676.0
10.8,40.0,1.099,0.59,-0.73,0.05,676.5
11.4,40.0,1.101,0.6,-0.9,0.2,677.0
12.0,40.0,1.097,0.59,0.1,0.64,677.5
12.6,40.0,1.097,0.58,0.18,-0.24,678.0
13.2,40.0,1.097,0.61,-0.86,-0.8,678.5
13.8,40.0,1.098,0.62,-0.37,0.56,679.0
14.4,40.0,1.104,0.61,0.22,-0.57,679.5
15.0,40.0,1.103,0.58,0.74,-0.01,680.0
15.6,40.0,1.1,0.58,0.04,0.19,680.5
16.2,40.0,1.095,0.6,0.97,0.34,681.0
16.8,40.0,1.095,0.62,1.1,0.15,681.5
17.4,40.0,1.097,0.6,-0.84,-0.21,682.0
18.0,40.0,1.095,0.62,-0.44,0.41,682.5
18.6,40.0,1.103,0.59,-0.54,0.61,683.0
19.2,40.0,1.102,0.6,0.35,-0.52,683.5
19.8,40.0,1.1,0.59,-0.96,-0.61,684.0
20.4,40.0,1.102,0.59,1.2,-0.71,684.5
21.0,40.0,1.102,0.61,0.31,0.37,685.0
21.6,40.0,1.099,0.61,-0.6,0.65,685.5
22.2,40.0,1.099,0.6,-0.37,0.6,686.0
22.8,40.0,1.1,0.62,0.47,0.69,686.5
23.4,40.0,1.099,0.61,1.05,-0.58,687.0
24.0,40.0,1.098,0.6,-0.67,-0.46,687.5
24.6,40.0,1.097,0.61,0.88,0.08,688.0
25.2,40.0,1.105,0.59,-0.07,-0.15,688.5
25.8,40.0,1.102,0.61,0.14,0.68,689.0
26.4,40.0,1.098,0.59,-0.55,-0.24,689.5
27.0,40.0,1.1,0.62,-1.06,0.05,690.0
27.6,40.0,1.099,0.61,-0.03,0.69,690.5
28.2,40.0,1.101,0.61,-0.87,-0.43,691.0
28.8,40.0,1.102,0.62,1.01,0.36,691.5
29.4,40.0,1.096,0.61,1.07,-0.1,692.0
30.0,40.0,1.099,0.61,0.55,0.69,692.5
30.6,40.0,1.104,0.61,-0.1,0.11,693.0
31.2,40.0,1.102,0.6,-0.92,-0.04,693.5
31.8,40.0,1.096,0.62,1.18,0.67,694.0
32.4,40.0,1.101,0.61,0.49,-0.43,694.5
33.0,40.0,1.104,0.62,0.68,0.59,695.0
33.6,40.0,1.102,0.59,-0.68,-0.54,695.5
34.2,40.0,1.096,0.59,-1.15,-0.58,696.0
34.8,40.0,1.1,0.62,-1.18,0.38,696.5
35.4,40.0,1.102,0.58,-0.51,0.64,697.0
36.0,40.0,1.101,0.61,-0.78,0.25,697.5
36.6,40.0,1.097,0.58,-0.68,-0.37,698.0
37.2,40.0,1.098,0.59,-0.03,-0.34,698.5
37.8,40.0,1.096,0.61,0.24,-0.46,699.0
38.4,40.0,1.096,0.6,0.28,-0.38,699.5
39.0,40.0,1.103,0.61,1.15,0.59,700.0
39.6,40.0,1.105,0.6,-0.36,-0.21,700.5
40.2,40.0,1.101,0.58,1.09,-0.6,701.0
40.8,40.0,1.099,0.62,0.62,-0.11,701.5
41.4,40.0,1.103,0.61,0.82,0.25,702.0
42.0,40.0,1.103,0.6,-1.19,-0.02,702.5
42.6,40.0,1.099,0.61,-0.65,-0.48,703.0
43.2,40.0,1.099,0.6,-0.92,0.24,703.5
43.8,40.0,1.098,0.58,-0.1,0.67,704.0
44.4,40.0,1.099,0.61,0.31,0.07,704.5
45.0,40.0,1.1,0.61,-0.84,-0.33,705.0
45.6,40.0,1.102,0.59,1.16,-0.48,705.5
46.2,40.0,1.103,0.61,-0.21,-0.16,706.0
46.8,40.0,1.102,0.59,0.95,0.29,706.5
47.4,40.0,1.099,0.61,1.11,0.48,707.0
48.0,40.0,1.096,0.58,0.51,-0.01,707.5
48.6,40.0,1.097,0.6,0.92,0.29,708.0
49.2,40.0,1.097,0.59,1.07,-0.09,708.5
49.8,40.0,1.098,0.58,0.47,-0.29,709.0
50.4,40.0,1.099,0.61,0.61,-0.56,709.5
51.0,40.0,1.097,0.61,0.99,-0.28,710.0
51.6,40.0,1.101,0.61,-0.04,-0.33,710.5
52.2,40.0,1.104,0.59,0.63,0.1,711.0
52.8,40.0,1.1,0.59,-0.28,0.38,711.5
53.4,40.0,1.099,0.6,0.32,0.1,712.0
54.0,40.0,1.103,0.59,0.72,-0.59,712.5
54.6,40.0,1.098,0.59,-1.13,0.12,713.0
55.2,40.0,1.095,0.61,0.03,-0.11,713.5
55.8,40.0,1.101,0.59,0.29,-0.27,714.0
56.4,40.0,1.096,0.61,0.7,0.31,714.5
57.0,40.0,1.097,0.62,-0.15,-0.34,715.0
57.6,40.0,1.1,0.62,0.97,0.04,715.5
58.2,40.0,1.099,0.6,0.56,-0.33,716.0
58.8,40.0,1.103,0.6,0.24,0.16,716.5
59.4,40.0,1.097,0.59,-0.77,-0.46,717.0
60.0,40.0,1.095,0.6,0.3,0.4,717.5
60.6,40.0,1.101,0.58,-0.38,0.75,718.0
61.2,40.0,1.104,0.58,0.92,-0.04,718.5
61.8,40.0,1.098,0.59,-0.06,0.5,719.0
62.4,40.0,1.097,0.61,0.89,-0.59,719.5
63.0,40.0,1.097,0.6,-0.92,0.59,720.0
